"model_id","bg_geo_id","score","date_obtained"
"3MS_KNN_v.2","530330074014","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330074021","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330074022","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330074023","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330075001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330075002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330075003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330075004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330075005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330076001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330076002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330076003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330077001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330077002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330077003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330077004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330078001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330078002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330078003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330078004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330079001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330079002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330079003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330079004","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330079005","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330080011","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330080012","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330080013","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330080014","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330080015","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330080021","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330080022","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330081001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330081002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330081003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330082001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330082002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330082003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330083001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330083002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330084001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330084002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330084003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330085001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330085002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330085003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330086001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330086002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330086003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330087001","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330087002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330087003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330088001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330088002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330088003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330089001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330089002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330089003","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330089004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330090001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330090002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330091001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330091002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330092001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330092002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330093001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330093002","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330093003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330094001","3","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330094002","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330094003","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330094004","4","Wed Mar 10 08:26:29 2021"
"3MS_KNN_v.2","530330094005","3","Wed Mar 10 08:26:29 2021"
