bg_geo_id,model_id,score,date_obtained
530330102004,5,3,Fri Mar 05 10:43:53 2021
530330103001,5,4,Fri Mar 05 10:43:53 2021
530330103002,5,3,Fri Mar 05 10:43:53 2021
530330103003,5,4,Fri Mar 05 10:43:53 2021
530330103004,5,4,Fri Mar 05 10:43:53 2021
530330103005,5,4,Fri Mar 05 10:43:53 2021
530330104011,5,4,Fri Mar 05 10:43:53 2021
530330104012,5,3,Fri Mar 05 10:43:53 2021
530330104013,5,3,Fri Mar 05 10:43:53 2021
530330104021,5,4,Fri Mar 05 10:43:53 2021
530330104022,5,4,Fri Mar 05 10:43:53 2021
530330104023,5,3,Fri Mar 05 10:43:53 2021
530330104024,5,3,Fri Mar 05 10:43:53 2021
530330105001,5,3,Fri Mar 05 10:43:53 2021
530330105002,5,3,Fri Mar 05 10:43:53 2021
530330105003,5,3,Fri Mar 05 10:43:53 2021
530330105004,5,3,Fri Mar 05 10:43:53 2021
530330105005,5,4,Fri Mar 05 10:43:53 2021
530330106001,5,3,Fri Mar 05 10:43:53 2021
530330106002,5,4,Fri Mar 05 10:43:53 2021
530330106003,5,3,Fri Mar 05 10:43:53 2021
530330106004,5,3,Fri Mar 05 10:43:53 2021
530330106005,5,4,Fri Mar 05 10:43:53 2021
530330106006,5,4,Fri Mar 05 10:43:53 2021
530330107011,5,3,Fri Mar 05 10:43:53 2021
530330107012,5,3,Fri Mar 05 10:43:53 2021
530330107021,5,3,Fri Mar 05 10:43:53 2021
530330107022,5,3,Fri Mar 05 10:43:53 2021
530330107023,5,4,Fri Mar 05 10:43:53 2021
530330108001,5,4,Fri Mar 05 10:43:53 2021
530330108002,5,4,Fri Mar 05 10:43:53 2021
530330108003,5,3,Fri Mar 05 10:43:53 2021
530330109001,5,3,Fri Mar 05 10:43:53 2021
530330109002,5,3,Fri Mar 05 10:43:53 2021
530330110011,5,3,Fri Mar 05 10:43:53 2021
530330110012,5,4,Fri Mar 05 10:43:53 2021
530330110013,5,3,Fri Mar 05 10:43:53 2021
530330110021,5,3,Fri Mar 05 10:43:53 2021
530330110022,5,4,Fri Mar 05 10:43:53 2021
530330110023,5,3,Fri Mar 05 10:43:53 2021
530330111011,5,3,Fri Mar 05 10:43:53 2021
